,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack,level,bytes_per_second,bytes_per_connection,connection_speed_rate,outbound_ratio,probe_probability,total_error_rate,service_failure_ratio,login_attempt_score,host_connection_diversity,security_risk_score,risk_level,if_prediction,if_anomaly_score,hybrid_risk_score,hybrid_risk_level
18,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,164,28,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.0,normal,19,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,164.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
19,3,tcp,smtp,SF,11436,1383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,176,142,0.62,0.02,0.01,0.01,0.0,0.0,0.01,0.02,normal,21,4273.0,12819,0.3333333333333333,0.8921132693657852,1.0,0.0,0,0,276.0,0.4,High/Critical,1,0.16924183338060866,0.319234641683213,Medium
20,9908,tcp,IRC,RSTR,2634,8611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11,4,0.36,0.18,0.09,0.0,0.0,0.0,0.36,1.0,normal,21,1.1349414614452968,11245,0.00010092854259184497,0.23423743886171633,0.0,1.0,0,0,11.0,0.1,Low,-1,0.7717963300964572,0.33512871553376,Medium
21,799,tcp,telnet,RSTR,676,23920,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,2,0.0,0.0,0.67,1.0,0.67,0.67,0.0,255,16,0.06,0.06,0.01,0.0,0.67,0.06,0.01,0.12,normal,18,30.783479349186482,24596,0.0012515644555694619,0.02748414376321353,0.0,0.67,1,0,255.0,0.067,Low,-1,0.8137448307452145,0.3283606907608251,Medium
22,35682,tcp,telnet,RSTOS0,381709090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,78,2,0.03,0.12,0.08,0.0,0.0,0.0,0.08,0.5,portsweep,9,10697.525082674738,381709090,2.8025334902752086e-05,1.0,0.0,1.0,0,0,78.0,0.1,Low,-1,0.9885188264797831,0.41098158926792405,High/Critical
23,3,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,72,0.3,0.09,0.3,0.03,0.0,0.0,0.0,0.0,normal,19,731539.6666666666,2194619,0.3333333333333333,1.0,1.0,0.0,0,0,23.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
24,0,tcp,ftp_data,SF,10044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,146,92,0.29,0.04,0.29,0.02,0.0,0.0,0.0,0.0,normal,21,1004399999.9999999,10044,10.0,1.0,1.0,0.0,0,0,161.0,0.4,High/Critical,1,0.12336571787067474,0.30317800125473615,Medium
25,0,tcp,ftp_data,SF,11376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,45,0.18,0.02,0.18,0.0,0.0,0.0,0.72,0.0,normal,18,1137600000.0,11376,10.0,1.0,1.0,0.0,0,0,255.0,0.4,High/Critical,1,0.13450732151203626,0.3070775625292127,Medium
26,37815,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.6444532592886422e-05,1,2.6444532592886422e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.776517872994046,0.33678125554791605,Medium
27,9114,tcp,IRC,RSTR,1121,7999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,29,11,0.38,0.07,0.03,0.0,0.14,0.36,0.17,0.45,normal,17,1.000658327847268,9120,0.00010972130787798991,0.12291666666666666,0.0,1.0,0,0,29.0,0.1,Low,-1,0.7635145368552358,0.3322300878993325,Medium
28,41802,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,216,2,0.01,0.23,0.44,0.0,0.0,0.0,0.44,1.0,portsweep,15,2.3922300368403424e-05,1,2.3922300368403424e-05,1.0,0.0,1.0,0,0,216.0,0.1,Low,-1,0.781376379920446,0.33848173297215606,Medium
29,0,tcp,ftp_data,SF,10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103,63,0.22,0.06,0.22,0.03,0.01,0.02,0.0,0.0,normal,21,1038899999.9999999,10389,10.0,1.0,1.0,0.0,0,0,103.0,0.4,High/Critical,1,0.12336571787067474,0.30317800125473615,Medium
30,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,35,0.6,0.4,0.6,0.06,0.0,0.0,0.0,0.0,normal,19,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,10.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
31,0,tcp,http,SF,276,71903,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,255,1.0,0.0,0.04,0.02,0.04,0.0,0.0,0.0,normal,20,7217899999.999999,72179,10.0,0.0038238268748527963,0.0,0.0,0,10,24.0,0.2,Medium,-1,0.5755567686214929,0.33144486901752246,Medium
32,40703,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.37,0.73,0.0,0.0,0.0,0.73,1.0,portsweep,15,2.456821364518586e-05,1,2.456821364518586e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7755481423719447,0.3364418498301806,Medium
33,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175,175,1.0,0.0,0.01,0.0,0.0,0.0,0.06,0.06,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,175.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
34,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,42,0.7,0.0,0.0,0.0,0.3,0.05,0.0,255,42,0.16,0.84,0.16,0.0,0.09,0.0,0.75,0.0,teardrop,18,2800000.0,28,10.0,1.0,1.0,0.7,0,0,255.0,0.47000000000000003,High/Critical,-1,0.3281532702292361,0.42035364458023267,High/Critical
35,0,tcp,other,SF,8325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0.16,0.0,0.0,0.0,0.05,0.63,0.0,128,1,0.01,0.22,0.32,0.0,0.05,0.0,0.0,0.0,normal,20,832499999.9999999,8325,10.0,1.0,1.0,0.16,0,0,128.0,0.41600000000000004,High/Critical,-1,0.30053384815604095,0.37558684685461435,Medium
36,8625,tcp,IRC,RSTR,1788,9968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23,6,0.26,0.13,0.04,0.0,0.0,0.0,0.26,1.0,normal,20,1.3630144927536232,11756,0.00011594202898550724,0.15209254848587955,0.0,1.0,0,0,23.0,0.1,Low,-1,0.7621603229978072,0.3317561130492325,Medium
37,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,80,1.0,0.0,0.01,0.0,0.0,0.0,0.04,0.04,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,80.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
38,37874,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.6403337381845065e-05,1,2.6403337381845065e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.776517872994046,0.33678125554791605,Medium
39,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,84,0.5,0.02,0.5,0.0,0.0,0.0,0.0,0.0,normal,19,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,169.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
40,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,6,0.0,0.0,0.25,0.5,1.0,0.0,0.5,197,197,1.0,0.0,0.01,0.0,0.0,0.0,0.06,0.06,back,12,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.25,0,0,247.0,0.42500000000000004,High/Critical,-1,0.560319064342266,0.4723616725197931,High/Critical
41,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,235,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,235.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
42,0,tcp,ftp_data,SF,8766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,97,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,normal,19,876599999.9999999,8766,10.0,1.0,1.0,0.0,0,0,10.0,0.4,High/Critical,1,0.11825591207584842,0.30138956922654697,Medium
43,0,tcp,ftp_data,SF,10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239,55,0.2,0.02,0.2,0.04,0.0,0.0,0.05,0.0,normal,18,1027199999.9999999,10272,10.0,1.0,1.0,0.0,0,0,239.0,0.4,High/Critical,1,0.12336571787067474,0.30317800125473615,Medium
44,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,28,0.5,0.3,0.5,0.07,0.0,0.0,0.0,0.0,normal,20,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,10.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
45,0,tcp,other,SF,14189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,177,1,0.01,0.08,0.08,0.0,0.02,0.0,0.0,0.0,normal,20,1418900000.0,14189,10.0,1.0,1.0,0.0,0,0,177.0,0.4,High/Critical,1,0.1631661217835368,0.31710814262423787,Medium
46,0,tcp,ftp_data,SF,10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244,67,0.27,0.02,0.27,0.0,0.0,0.0,0.0,0.0,normal,20,1007299999.9999999,10073,10.0,1.0,1.0,0.0,0,0,244.0,0.4,High/Critical,1,0.12336571787067474,0.30317800125473615,Medium
47,0,tcp,ftp_data,SF,9178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,21,0.08,0.02,0.08,0.0,0.0,0.0,0.77,0.0,normal,17,917799999.9999999,9178,10.0,1.0,1.0,0.0,0,0,255.0,0.4,High/Critical,1,0.11825591207584842,0.30138956922654697,Medium
48,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,16,0.86,0.0,0.0,0.0,0.14,0.06,0.0,255,16,0.06,0.94,0.06,0.0,0.09,0.0,0.85,0.0,teardrop,18,2800000.0,28,10.0,1.0,1.0,0.86,0,0,255.0,0.48600000000000004,High/Critical,-1,0.3563786101211065,0.4406325135423873,High/Critical
49,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180,180,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,back,12,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,180.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
50,41111,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.31,0.61,0.0,0.0,0.0,0.61,1.0,portsweep,15,2.4324390065919095e-05,1,2.4324390065919095e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7755481423719447,0.3364418498301806,Medium
51,0,tcp,ftp_data,SF,9311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,200,87,0.44,0.01,0.44,0.0,0.0,0.01,0.0,0.0,normal,21,931099999.9999999,9311,10.0,1.0,1.0,0.0,0,0,200.0,0.4,High/Critical,1,0.11825591207584842,0.30138956922654697,Medium
52,6,tcp,smtp,S3,1493,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,132,145,0.32,0.05,0.01,0.01,0.02,0.01,0.0,0.0,normal,14,309.6666666666667,1858,0.16666666666666666,0.8035522066738429,1.0,1.0,0,0,132.0,0.5,High/Critical,-1,0.3590764156019533,0.45067674546068365,High/Critical
53,0,tcp,ftp_data,SF,15377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,126,44,0.23,0.03,0.23,0.05,0.0,0.0,0.0,0.0,normal,21,1537699999.9999998,15377,10.0,1.0,1.0,0.0,0,0,146.0,0.4,High/Critical,1,0.178210809004143,0.32237378315145004,Medium
54,0,tcp,ftp_data,SF,20658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140,39,0.28,0.04,0.28,0.0,0.0,0.0,0.0,0.0,normal,20,2065799999.9999998,20658,10.0,1.0,1.0,0.0,0,0,140.0,0.4,High/Critical,1,0.20864612565455484,0.3330261439790942,Medium
55,37749,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.6490767967363373e-05,1,2.6490767967363373e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.776517872994046,0.33678125554791605,Medium
56,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13,1.0,0.0,0.08,0.0,0.0,0.0,0.08,0.08,back,12,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,13.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
57,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,254,254,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,back,15,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,254.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
58,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,back,10,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,13.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
59,39667,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.520987218594802e-05,1,2.520987218594802e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7755481423719447,0.3364418498301806,Medium
60,0,tcp,ftp_data,SF,374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,5,0.97,0.0,0.0,0.0,0.03,0.06,0.0,255,11,0.04,0.06,0.04,0.0,0.96,0.0,0.0,0.0,normal,12,37400000.0,374,10.0,1.0,1.0,0.97,1,0,255.0,0.497,High/Critical,-1,0.36786834279739533,0.45180391997908836,High/Critical
61,25641,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.64,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,3.9000039000039e-05,1,3.9000039000039e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.743621533858794,0.3252675368505779,Medium
62,38776,tcp,bgp,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.51,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.5789147926552507e-05,1,2.5789147926552507e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.776517872994046,0.33678125554791605,Medium
63,3,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,35,0.38,0.12,0.38,0.06,0.0,0.0,0.0,0.0,normal,19,731539.6666666666,2194619,0.3333333333333333,1.0,1.0,0.0,0,0,16.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
64,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,80,1.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,80.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
